,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,RushDirection,Time Left
32734,2020110804,2020-11-08,1,6,58,CAR,KC,3,8,86,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1318.0
32735,2020110804,2020-11-08,1,7,42,CAR,KC,2,8,86,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1362.0
32738,2020110804,2020-11-08,1,9,42,CAR,KC,1,10,76,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1482.0
32739,2020110804,2020-11-08,1,10,18,CAR,KC,3,6,69,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1518.0
32740,2020110804,2020-11-08,1,10,22,CAR,KC,2,6,69,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1522.0
32741,2020110804,2020-11-08,1,10,59,CAR,KC,1,10,65,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1559.0
32742,2020110804,2020-11-08,1,11,37,CAR,KC,3,4,60,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1597.0
32744,2020110804,2020-11-08,1,11,44,CAR,KC,2,4,60,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1604.0
32752,2020110803,2020-11-08,4,2,0,JAX,HOU,1,10,75,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,120.0
32754,2020110803,2020-11-08,4,2,7,JAX,HOU,1,10,55,20,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,127.0
32755,2020110803,2020-11-08,4,2,26,JAX,HOU,2,10,43,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,146.0
32756,2020110803,2020-11-08,4,2,52,JAX,HOU,1,10,30,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,172.0
32757,2020110803,2020-11-08,4,2,57,JAX,HOU,1,10,20,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,177.0
32760,2020110803,2020-11-08,4,3,8,HOU,JAX,3,6,62,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,188.0
32762,2020110803,2020-11-08,4,3,13,HOU,JAX,2,6,62,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,193.0
32764,2020110803,2020-11-08,4,3,18,HOU,JAX,1,10,58,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,198.0
32765,2020110803,2020-11-08,4,5,44,HOU,JAX,1,10,31,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,344.0
32767,2020110803,2020-11-08,4,6,29,JAX,HOU,3,4,22,-7,UNDER CENTER,PASS,0,0,0,0,,1,0,1,0,0,,389.0
32768,2020110803,2020-11-08,4,6,52,JAX,HOU,2,10,16,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,412.0
32769,2020110803,2020-11-08,4,6,55,JAX,HOU,1,10,16,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,415.0
32771,2020110803,2020-11-08,4,7,10,HOU,JAX,3,8,61,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,430.0
32772,2020110803,2020-11-08,4,7,50,HOU,JAX,2,10,59,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,470.0
32773,2020110803,2020-11-08,4,7,56,HOU,JAX,1,10,59,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,476.0
32774,2020110803,2020-11-08,4,10,10,JAX,HOU,3,5,24,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,1,0,,610.0
32775,2020110803,2020-11-08,4,10,12,JAX,HOU,2,5,24,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,612.0
32776,2020110803,2020-11-08,4,10,51,JAX,HOU,1,10,19,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,651.0
32779,2020110803,2020-11-08,3,2,37,JAX,HOU,2,5,86,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1057.0
32780,2020110803,2020-11-08,3,3,13,JAX,HOU,1,10,81,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1093.0
32781,2020110803,2020-11-08,3,3,42,JAX,HOU,3,2,60,21,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1122.0
32782,2020110803,2020-11-08,3,4,17,JAX,HOU,2,6,56,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1157.0
32783,2020110803,2020-11-08,3,4,52,JAX,HOU,1,10,52,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1192.0
32784,2020110803,2020-11-08,3,5,29,JAX,HOU,1,10,36,16,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1229.0
32785,2020110803,2020-11-08,3,9,25,JAX,HOU,3,2,28,27,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,1,0,,1465.0
32786,2020110803,2020-11-08,3,10,4,JAX,HOU,2,9,21,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1504.0
32787,2020110803,2020-11-08,3,10,44,JAX,HOU,1,14,16,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1544.0
32788,2020110803,2020-11-08,3,11,3,JAX,HOU,1,10,20,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,1,0,LEFT END,1563.0
32789,2020110803,2020-11-08,3,11,50,JAX,HOU,3,1,18,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1610.0
32790,2020110803,2020-11-08,3,12,28,JAX,HOU,2,10,9,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1648.0
32791,2020110803,2020-11-08,3,13,10,JAX,HOU,1,10,9,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1690.0
32796,2020110806,2020-11-08,4,1,7,CHI,TEN,1,8,92,8,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,0,0,,67.0
32798,2020110806,2020-11-08,4,1,25,CHI,TEN,1,10,81,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,85.0
32799,2020110806,2020-11-08,4,1,30,CHI,TEN,2,10,69,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,90.0
32800,2020110806,2020-11-08,4,1,36,CHI,TEN,1,10,69,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,96.0
32801,2020110806,2020-11-08,4,1,38,CHI,TEN,3,8,54,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,1,0,,98.0
32802,2020110806,2020-11-08,4,1,43,CHI,TEN,2,8,54,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,103.0
32803,2020110806,2020-11-08,4,1,49,CHI,TEN,1,10,52,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,109.0
32804,2020110806,2020-11-08,4,1,55,CHI,TEN,1,10,36,1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,1,0,,115.0
32805,2020110806,2020-11-08,4,3,46,TEN,CHI,1,10,57,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,226.0
32806,2020110806,2020-11-08,4,3,53,CHI,TEN,1,10,39,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,1,0,0,,233.0
32808,2020110806,2020-11-08,4,4,51,TEN,CHI,3,6,29,-2,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,291.0
32810,2020110806,2020-11-08,4,4,57,TEN,CHI,2,8,27,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,297.0
32812,2020110806,2020-11-08,4,5,2,TEN,CHI,1,10,25,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,302.0
32813,2020110806,2020-11-08,4,5,32,CHI,TEN,3,5,75,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,332.0
32814,2020110806,2020-11-08,4,6,19,CHI,TEN,2,9,71,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,379.0
32815,2020110806,2020-11-08,4,6,55,CHI,TEN,1,10,70,1,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,415.0
32816,2020110806,2020-11-08,4,7,21,CHI,TEN,1,10,57,13,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,441.0
32817,2020110806,2020-11-08,4,7,48,CHI,TEN,2,5,30,27,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,468.0
32818,2020110806,2020-11-08,4,8,10,CHI,TEN,1,10,25,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,490.0
32821,2020110806,2020-11-08,4,8,14,TEN,CHI,1,2,98,2,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,0,0,,494.0
32822,2020110806,2020-11-08,4,8,49,TEN,CHI,2,10,68,30,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,529.0
32823,2020110806,2020-11-08,4,11,34,TEN,CHI,1,10,100,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,694.0
32824,2020110806,2020-11-08,4,12,14,TEN,CHI,2,10,24,26,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,734.0
32825,2020110806,2020-11-08,4,12,23,TEN,CHI,1,10,24,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,743.0
32828,2020110806,2020-11-08,4,12,38,CHI,TEN,3,4,96,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,758.0
32829,2020110806,2020-11-08,4,13,16,CHI,TEN,2,5,95,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,796.0
32830,2020110806,2020-11-08,4,13,55,CHI,TEN,1,4,96,-1,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,835.0
32831,2020110806,2020-11-08,4,14,32,CHI,TEN,2,5,88,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,872.0
32832,2020110806,2020-11-08,4,15,0,CHI,TEN,1,10,83,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,900.0
32836,2020110803,2020-11-08,2,0,13,JAX,HOU,1,10,53,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,13.0
32838,2020110803,2020-11-08,2,0,20,JAX,HOU,1,10,41,12,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,20.0
32841,2020110803,2020-11-08,2,0,31,HOU,JAX,1,1,99,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,1,,0,0,0,0,0,CENTER,31.0
32843,2020110803,2020-11-08,2,1,55,HOU,JAX,2,5,7,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,115.0
32844,2020110803,2020-11-08,2,2,0,HOU,JAX,1,5,7,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,120.0
32846,2020110803,2020-11-08,2,2,11,HOU,JAX,1,10,2,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,1,0,CENTER,131.0
32848,2020110803,2020-11-08,2,2,23,JAX,HOU,3,17,100,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,143.0
32849,2020110803,2020-11-08,2,3,9,JAX,HOU,2,10,57,-7,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,189.0
32850,2020110803,2020-11-08,2,3,45,JAX,HOU,1,10,57,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,225.0
32851,2020110803,2020-11-08,2,3,56,HOU,JAX,1,10,43,0,SHOTGUN,RUSH,1,0,0,0,,0,0,1,0,0,CENTER,236.0
32853,2020110802,2020-11-08,4,0,48,IND,BAL,2,6,55,21,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,48.0
32854,2020110802,2020-11-08,4,1,18,IND,BAL,1,10,51,4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,78.0
32855,2020110802,2020-11-08,4,1,23,IND,BAL,4,4,38,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,83.0
32856,2020110802,2020-11-08,4,1,30,IND,BAL,3,4,38,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,90.0
32857,2020110802,2020-11-08,4,2,0,IND,BAL,1,10,32,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,120.0
32858,2020110802,2020-11-08,4,2,57,BAL,IND,3,2,72,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,177.0
32859,2020110802,2020-11-08,4,3,42,BAL,IND,2,7,67,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,222.0
32860,2020110802,2020-11-08,4,4,20,BAL,IND,1,10,64,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,260.0
32861,2020110802,2020-11-08,4,4,25,IND,BAL,4,5,36,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,265.0
32862,2020110802,2020-11-08,4,4,31,IND,BAL,3,5,36,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,0,0,,271.0
32863,2020110802,2020-11-08,4,4,36,IND,BAL,2,5,36,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,276.0
32864,2020110802,2020-11-08,4,5,2,IND,BAL,1,10,31,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,302.0
32867,2020110802,2020-11-08,4,5,16,BAL,IND,3,1,25,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,316.0
32870,2020110802,2020-11-08,4,5,29,BAL,IND,1,10,16,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,329.0
32871,2020110802,2020-11-08,4,5,34,IND,BAL,4,1,84,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,334.0
32872,2020110802,2020-11-08,4,6,15,IND,BAL,3,2,83,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,375.0
32873,2020110802,2020-11-08,4,6,36,IND,BAL,2,8,77,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,396.0
32874,2020110802,2020-11-08,4,7,8,IND,BAL,1,10,75,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,428.0
32875,2020110802,2020-11-08,4,7,30,IND,BAL,2,4,71,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,450.0
32876,2020110802,2020-11-08,4,7,55,IND,BAL,1,10,65,6,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,475.0
32877,2020110802,2020-11-08,4,8,29,IND,BAL,3,9,47,18,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,509.0
32878,2020110802,2020-11-08,4,9,4,IND,BAL,2,12,44,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,544.0
32879,2020110802,2020-11-08,4,9,47,IND,BAL,1,10,46,-2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,587.0
32880,2020110802,2020-11-08,4,10,19,IND,BAL,2,5,41,5,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,619.0
32881,2020110802,2020-11-08,4,10,41,IND,BAL,1,10,36,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,641.0
32882,2020110802,2020-11-08,4,11,8,IND,BAL,1,10,25,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,668.0
32885,2020110802,2020-11-08,4,11,14,BAL,IND,3,1,91,9,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,0,0,LEFT END,674.0
32886,2020110802,2020-11-08,4,11,57,BAL,IND,2,2,90,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,717.0
32887,2020110802,2020-11-08,4,12,38,BAL,IND,1,10,82,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,758.0
32888,2020110802,2020-11-08,4,13,15,BAL,IND,2,5,77,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,795.0
32889,2020110802,2020-11-08,4,15,0,BAL,IND,1,10,61,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,900.0
32891,2020110802,2020-11-08,3,0,34,BAL,IND,4,3,57,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,934.0
32894,2020110802,2020-11-08,3,1,59,BAL,IND,2,5,55,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1019.0
32896,2020110802,2020-11-08,3,3,10,BAL,IND,2,1,45,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1090.0
32897,2020110802,2020-11-08,3,3,53,BAL,IND,1,10,36,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1133.0
32898,2020110802,2020-11-08,3,4,31,BAL,IND,1,10,25,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1171.0
32900,2020110802,2020-11-08,3,4,58,IND,BAL,2,9,28,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,1198.0
32901,2020110802,2020-11-08,3,5,37,IND,BAL,1,10,27,1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1237.0
32904,2020110802,2020-11-08,3,5,47,BAL,IND,3,1,99,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,0,0,LEFT TACKLE,1247.0
32905,2020110802,2020-11-08,3,6,21,BAL,IND,2,1,99,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1281.0
32906,2020110802,2020-11-08,3,6,58,BAL,IND,1,2,98,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1318.0
32907,2020110802,2020-11-08,3,7,39,BAL,IND,3,1,94,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1359.0
32908,2020110802,2020-11-08,3,8,15,BAL,IND,2,5,90,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1395.0
32909,2020110802,2020-11-08,3,8,56,BAL,IND,1,10,85,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1436.0
32910,2020110802,2020-11-08,3,9,35,BAL,IND,2,6,73,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1475.0
32911,2020110802,2020-11-08,3,9,49,BAL,IND,1,10,69,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1489.0
32912,2020110802,2020-11-08,3,10,31,BAL,IND,2,7,49,20,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,1531.0
32914,2020110802,2020-11-08,3,11,5,IND,BAL,1,10,23,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,1,1,0,0,,1565.0
32916,2020110802,2020-11-08,3,11,54,BAL,IND,2,2,93,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1614.0
32917,2020110802,2020-11-08,3,12,26,BAL,IND,1,10,85,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1646.0
32920,2020110802,2020-11-08,2,0,3,IND,BAL,3,6,46,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,1,0,,3.0
32923,2020110802,2020-11-08,2,0,16,IND,BAL,1,10,42,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,16.0
32926,2020110802,2020-11-08,2,0,29,BAL,IND,3,6,14,-1,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,29.0
32930,2020110802,2020-11-08,2,0,55,IND,BAL,3,2,75,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,55.0
32931,2020110802,2020-11-08,2,1,25,IND,BAL,2,5,72,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,85.0
32932,2020110802,2020-11-08,2,2,0,IND,BAL,1,10,67,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,120.0
32934,2020110802,2020-11-08,2,2,37,IND,BAL,2,10,100,17,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,157.0
32935,2020110802,2020-11-08,2,6,13,BAL,IND,3,35,40,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,373.0
32936,2020110802,2020-11-08,2,6,44,BAL,IND,3,25,100,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,1,0,,404.0
32937,2020110802,2020-11-08,2,7,31,BAL,IND,2,12,63,-13,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,451.0
32938,2020110802,2020-11-08,2,8,13,BAL,IND,1,10,65,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,493.0
32939,2020110802,2020-11-08,2,8,29,BAL,IND,2,10,42,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,1,0,LEFT END,509.0
32940,2020110802,2020-11-08,2,8,34,BAL,IND,1,10,42,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,514.0
32941,2020110802,2020-11-08,2,8,56,BAL,IND,3,10,29,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,536.0
32942,2020110802,2020-11-08,2,9,1,BAL,IND,2,10,29,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,541.0
32943,2020110802,2020-11-08,2,9,5,BAL,IND,1,10,29,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,545.0
32944,2020110802,2020-11-08,2,10,7,IND,BAL,2,10,22,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,607.0
32945,2020110802,2020-11-08,2,10,12,IND,BAL,1,10,22,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,612.0
32947,2020110802,2020-11-08,2,10,52,BAL,IND,3,4,37,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,652.0
32948,2020110802,2020-11-08,2,11,38,BAL,IND,2,11,30,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,698.0
32950,2020110802,2020-11-08,1,1,28,IND,BAL,1,10,55,9,SHOTGUN,RUSH,1,0,0,1,,0,0,1,0,0,RIGHT END,988.0
32951,2020110802,2020-11-08,1,2,6,IND,BAL,1,10,42,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1026.0
32953,2020110802,2020-11-08,1,2,21,BAL,IND,3,7,39,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1041.0
32954,2020110802,2020-11-08,1,3,7,BAL,IND,2,12,34,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1087.0
32956,2020110802,2020-11-08,1,6,17,IND,BAL,1,8,92,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1277.0
32957,2020110802,2020-11-08,1,7,4,IND,BAL,2,6,76,16,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1324.0
32958,2020110802,2020-11-08,1,7,46,IND,BAL,1,10,72,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1366.0
32959,2020110802,2020-11-08,1,8,15,IND,BAL,1,10,52,20,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1395.0
32960,2020110802,2020-11-08,1,8,53,IND,BAL,3,6,39,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1433.0
32961,2020110802,2020-11-08,1,9,34,IND,BAL,2,6,39,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1474.0
32962,2020110802,2020-11-08,1,10,14,IND,BAL,1,10,35,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1514.0
32963,2020110802,2020-11-08,1,11,6,BAL,IND,3,3,27,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1566.0
32964,2020110802,2020-11-08,1,14,20,IND,BAL,1,10,33,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1760.0
32965,2020110802,2020-11-08,1,14,53,IND,BAL,1,10,22,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1793.0
32973,2020110801,2020-11-08,4,1,40,BUF,SEA,3,1,59,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,100.0
32977,2020110801,2020-11-08,4,1,50,BUF,SEA,1,10,100,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,110.0
32981,2020110801,2020-11-08,4,1,55,SEA,BUF,4,6,93,7,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,0,0,,115.0
32982,2020110801,2020-11-08,4,2,0,SEA,BUF,3,6,93,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,120.0
32984,2020110801,2020-11-08,4,2,10,SEA,BUF,2,8,91,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,130.0
32985,2020110801,2020-11-08,4,2,40,SEA,BUF,1,10,89,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,160.0
32986,2020110801,2020-11-08,4,3,16,SEA,BUF,2,7,78,11,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,196.0
