,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,RushDirection,Time Left
26529,2020122010,2020-12-20,3,8,14,WAS,SEA,2,9,11,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1394.0
26530,2020122010,2020-12-20,3,8,50,WAS,SEA,1,10,10,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1430.0
26532,2020122010,2020-12-20,3,9,35,SEA,WAS,3,4,47,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1475.0
26533,2020122010,2020-12-20,3,10,14,SEA,WAS,2,10,41,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1514.0
26534,2020122010,2020-12-20,3,10,58,SEA,WAS,1,10,41,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1558.0
26535,2020122010,2020-12-20,3,11,10,WAS,SEA,1,10,57,20,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,1,0,0,0,,1570.0
26536,2020122010,2020-12-20,3,11,48,WAS,SEA,3,6,27,30,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,1608.0
26537,2020122010,2020-12-20,3,12,24,WAS,SEA,2,11,22,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1644.0
26539,2020122010,2020-12-20,3,13,8,WAS,SEA,1,10,23,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1688.0
26542,2020122010,2020-12-20,3,13,23,SEA,WAS,2,1,100,50,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,0,0,RIGHT GUARD,1703.0
26543,2020122010,2020-12-20,3,14,4,SEA,WAS,1,10,41,9,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1744.0
26544,2020122010,2020-12-20,3,14,36,SEA,WAS,2,7,28,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1776.0
26545,2020122010,2020-12-20,3,15,0,SEA,WAS,1,10,25,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1800.0
26549,2020122010,2020-12-20,2,1,49,SEA,WAS,3,7,90,10,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,0,0,,109.0
26551,2020122010,2020-12-20,2,1,54,SEA,WAS,2,10,87,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,114.0
26552,2020122010,2020-12-20,2,2,0,SEA,WAS,1,10,87,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,120.0
26554,2020122010,2020-12-20,2,2,7,SEA,WAS,1,10,70,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,1,0,,127.0
26556,2020122010,2020-12-20,2,3,30,SEA,WAS,1,10,29,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,210.0
26557,2020122010,2020-12-20,2,4,9,SEA,WAS,3,3,20,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,249.0
26559,2020122010,2020-12-20,2,6,16,SEA,WAS,2,4,9,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,376.0
26560,2020122010,2020-12-20,2,6,50,SEA,WAS,1,10,3,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,410.0
26561,2020122010,2020-12-20,2,6,59,WAS,SEA,2,8,73,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,1,0,0,0,,419.0
26562,2020122010,2020-12-20,2,7,37,WAS,SEA,1,10,71,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,457.0
26563,2020122010,2020-12-20,2,8,16,WAS,SEA,2,10,51,20,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,496.0
26564,2020122010,2020-12-20,2,8,19,WAS,SEA,1,10,51,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,499.0
26565,2020122010,2020-12-20,2,9,2,WAS,SEA,3,6,40,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,542.0
26566,2020122010,2020-12-20,2,9,35,WAS,SEA,2,8,38,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,575.0
26567,2020122010,2020-12-20,2,10,19,WAS,SEA,1,10,36,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,619.0
26568,2020122010,2020-12-20,2,10,52,WAS,SEA,1,10,25,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,652.0
26571,2020122010,2020-12-20,2,10,59,SEA,WAS,3,2,78,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,659.0
26572,2020122010,2020-12-20,2,11,5,SEA,WAS,3,7,73,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,1,0,,665.0
26573,2020122010,2020-12-20,2,11,45,SEA,WAS,2,10,70,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,705.0
26574,2020122010,2020-12-20,2,11,51,SEA,WAS,1,10,70,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,711.0
26575,2020122010,2020-12-20,2,12,27,SEA,WAS,3,2,66,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,747.0
26577,2020122010,2020-12-20,1,0,24,WAS,SEA,3,9,28,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,924.0
26578,2020122010,2020-12-20,1,0,31,WAS,SEA,2,9,28,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,931.0
26579,2020122010,2020-12-20,1,1,9,WAS,SEA,1,10,27,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,969.0
26580,2020122010,2020-12-20,1,1,38,WAS,SEA,2,9,18,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,998.0
26581,2020122010,2020-12-20,1,2,6,WAS,SEA,1,10,17,1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1026.0
26582,2020122010,2020-12-20,1,2,39,WAS,SEA,3,1,13,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1059.0
26583,2020122010,2020-12-20,1,3,10,WAS,SEA,2,10,4,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1090.0
26584,2020122010,2020-12-20,1,3,16,WAS,SEA,1,10,4,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1096.0
26586,2020122010,2020-12-20,1,3,33,SEA,WAS,3,4,41,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1113.0
26587,2020122010,2020-12-20,1,4,16,SEA,WAS,2,9,36,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1156.0
26588,2020122010,2020-12-20,1,4,53,SEA,WAS,1,10,35,1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1193.0
26589,2020122010,2020-12-20,1,5,31,SEA,WAS,2,5,25,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1231.0
26590,2020122010,2020-12-20,1,6,8,SEA,WAS,1,10,20,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1268.0
26593,2020122010,2020-12-20,1,7,19,WAS,SEA,3,11,35,-1,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,1339.0
26594,2020122010,2020-12-20,1,7,56,WAS,SEA,2,10,36,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1376.0
26595,2020122010,2020-12-20,1,8,28,WAS,SEA,1,10,36,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1408.0
26597,2020122010,2020-12-20,1,10,4,SEA,WAS,3,2,80,5,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,1,0,LEFT END,1504.0
26598,2020122010,2020-12-20,1,10,21,SEA,WAS,2,5,77,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1521.0
26599,2020122010,2020-12-20,1,10,56,SEA,WAS,1,10,72,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1556.0
26601,2020122010,2020-12-20,1,11,43,SEA,WAS,2,4,61,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1603.0
26602,2020122010,2020-12-20,1,15,0,WAS,SEA,1,10,25,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1800.0
26603,2020122009,2020-12-20,4,0,38,NYG,CLE,1,10,41,-7,NO HUDDLE SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,38.0
26604,2020122009,2020-12-20,4,0,43,NYG,CLE,2,1,29,12,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,43.0
26605,2020122009,2020-12-20,4,1,5,NYG,CLE,1,10,20,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,65.0
26609,2020122009,2020-12-20,4,2,0,CLE,NYG,3,8,65,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,120.0
26611,2020122009,2020-12-20,4,4,17,NYG,CLE,3,5,79,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,257.0
26612,2020122009,2020-12-20,4,4,22,NYG,CLE,2,5,79,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,262.0
26613,2020122009,2020-12-20,4,4,48,NYG,CLE,1,10,74,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,288.0
26614,2020122009,2020-12-20,4,5,20,NYG,CLE,1,10,100,24,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,320.0
26615,2020122009,2020-12-20,4,5,50,NYG,CLE,1,10,37,13,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,350.0
26616,2020122009,2020-12-20,4,6,15,NYG,CLE,3,10,23,14,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,375.0
26618,2020122009,2020-12-20,4,7,20,CLE,NYG,2,16,59,-5,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,440.0
26620,2020122009,2020-12-20,4,8,47,CLE,NYG,3,10,46,19,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,527.0
26621,2020122009,2020-12-20,4,9,31,CLE,NYG,2,8,48,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,571.0
26622,2020122009,2020-12-20,4,10,17,CLE,NYG,1,10,46,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,617.0
26624,2020122009,2020-12-20,4,10,32,NYG,CLE,3,10,40,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,1,0,,632.0
26625,2020122009,2020-12-20,4,10,38,NYG,CLE,2,10,40,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,638.0
26626,2020122009,2020-12-20,4,11,10,NYG,CLE,1,20,30,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,670.0
26627,2020122009,2020-12-20,4,11,38,NYG,CLE,1,10,40,0,NO HUDDLE,PASS,0,0,0,0,,1,0,0,1,0,,698.0
26628,2020122009,2020-12-20,4,12,16,NYG,CLE,2,9,26,14,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,736.0
26629,2020122009,2020-12-20,4,12,53,NYG,CLE,1,10,25,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,773.0
26632,2020122009,2020-12-20,4,12,57,CLE,NYG,3,1,99,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,0,0,LEFT GUARD,777.0
26633,2020122009,2020-12-20,4,13,40,CLE,NYG,2,9,91,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,820.0
26635,2020122009,2020-12-20,4,14,18,CLE,NYG,1,21,79,17,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,858.0
26636,2020122009,2020-12-20,4,14,23,CLE,NYG,1,6,94,6,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,1,0,LEFT TACKLE,863.0
26637,2020122009,2020-12-20,4,15,0,CLE,NYG,2,6,88,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,900.0
26639,2020122009,2020-12-20,3,0,48,CLE,NYG,1,10,84,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,948.0
26640,2020122009,2020-12-20,3,1,26,CLE,NYG,1,10,62,22,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,986.0
26641,2020122009,2020-12-20,3,2,6,CLE,NYG,2,2,47,15,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1026.0
26642,2020122009,2020-12-20,3,2,50,CLE,NYG,1,10,39,8,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1070.0
26643,2020122009,2020-12-20,3,3,36,CLE,NYG,3,7,19,20,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,1116.0
26644,2020122009,2020-12-20,3,3,41,CLE,NYG,2,7,19,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1121.0
26645,2020122009,2020-12-20,3,4,18,CLE,NYG,1,10,16,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1158.0
26647,2020122009,2020-12-20,3,5,50,CLE,NYG,2,10,5,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1250.0
26648,2020122009,2020-12-20,3,5,57,CLE,NYG,1,10,5,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1257.0
26650,2020122009,2020-12-20,3,6,47,NYG,CLE,3,12,48,8,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1307.0
26653,2020122009,2020-12-20,3,8,38,NYG,CLE,3,6,29,21,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,1418.0
26658,2020122009,2020-12-20,2,0,27,CLE,NYG,2,2,98,2,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,1,0,,27.0
26660,2020122009,2020-12-20,2,0,34,CLE,NYG,1,6,94,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,34.0
26663,2020122009,2020-12-20,2,1,25,CLE,NYG,2,5,86,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,85.0
26664,2020122009,2020-12-20,2,2,0,CLE,NYG,1,10,81,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,120.0
26666,2020122009,2020-12-20,2,2,23,CLE,NYG,1,10,59,22,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,143.0
26667,2020122009,2020-12-20,2,3,13,CLE,NYG,1,10,44,15,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,193.0
26668,2020122009,2020-12-20,2,3,54,CLE,NYG,2,3,26,18,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,234.0
26669,2020122009,2020-12-20,2,4,35,CLE,NYG,1,10,19,7,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,275.0
26670,2020122009,2020-12-20,2,5,16,CLE,NYG,1,10,5,14,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,316.0
26672,2020122009,2020-12-20,2,6,7,NYG,CLE,3,6,90,4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,367.0
26673,2020122009,2020-12-20,2,6,14,NYG,CLE,2,6,90,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,374.0
26675,2020122009,2020-12-20,2,7,30,NYG,CLE,2,1,72,14,NO HUDDLE,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,450.0
26676,2020122009,2020-12-20,2,8,18,NYG,CLE,1,10,63,9,NO HUDDLE,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,498.0
26677,2020122009,2020-12-20,2,8,57,NYG,CLE,2,8,51,12,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,537.0
26678,2020122009,2020-12-20,2,9,34,NYG,CLE,1,10,49,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,574.0
26679,2020122009,2020-12-20,1,5,37,NYG,CLE,3,6,47,35,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,1237.0
26680,2020122009,2020-12-20,1,6,23,NYG,CLE,2,13,40,7,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1283.0
26681,2020122009,2020-12-20,1,7,5,NYG,CLE,1,10,43,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1325.0
26682,2020122009,2020-12-20,1,7,8,CLE,NYG,4,2,57,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1328.0
26683,2020122009,2020-12-20,1,7,49,CLE,NYG,3,3,56,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1369.0
26684,2020122009,2020-12-20,1,8,25,CLE,NYG,2,7,52,4,NO HUDDLE,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1405.0
26685,2020122009,2020-12-20,1,8,47,CLE,NYG,1,10,49,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1427.0
26686,2020122009,2020-12-20,1,9,18,CLE,NYG,1,10,32,17,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,1458.0
26687,2020122009,2020-12-20,1,9,42,CLE,NYG,2,6,24,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1482.0
26688,2020122009,2020-12-20,1,10,18,CLE,NYG,1,10,20,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1518.0
26689,2020122009,2020-12-20,1,10,48,CLE,NYG,3,3,15,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1548.0
26690,2020122009,2020-12-20,1,11,15,CLE,NYG,2,6,12,3,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1575.0
26691,2020122009,2020-12-20,1,11,36,CLE,NYG,1,10,8,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1596.0
26692,2020122009,2020-12-20,1,11,41,NYG,CLE,4,5,92,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,1601.0
26693,2020122009,2020-12-20,1,11,46,NYG,CLE,3,5,92,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1606.0
26695,2020122009,2020-12-20,1,12,37,NYG,CLE,1,10,87,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1657.0
26696,2020122009,2020-12-20,1,13,1,NYG,CLE,2,8,65,22,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,1,0,,1681.0
26697,2020122009,2020-12-20,1,13,34,NYG,CLE,1,10,63,2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1714.0
26698,2020122009,2020-12-20,1,14,7,NYG,CLE,3,1,61,2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1747.0
26699,2020122009,2020-12-20,1,14,11,NYG,CLE,2,1,61,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1751.0
26704,2020122008,2020-12-20,4,0,7,MIN,CHI,3,3,67,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,1,0,0,0,,7.0
26705,2020122008,2020-12-20,4,0,10,MIN,CHI,2,10,60,7,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,10.0
26707,2020122008,2020-12-20,4,0,30,MIN,CHI,2,3,49,11,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,30.0
26708,2020122008,2020-12-20,4,0,45,MIN,CHI,1,10,42,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,45.0
26709,2020122008,2020-12-20,4,0,50,MIN,CHI,1,10,30,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,50.0
26712,2020122008,2020-12-20,4,5,44,CHI,MIN,1,10,81,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,344.0
26713,2020122008,2020-12-20,4,6,30,CHI,MIN,2,7,46,35,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,390.0
26714,2020122008,2020-12-20,4,7,8,CHI,MIN,1,10,43,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,428.0
26715,2020122008,2020-12-20,4,7,33,CHI,MIN,2,3,36,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,453.0
26716,2020122008,2020-12-20,4,7,58,CHI,MIN,1,10,29,7,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,478.0
26718,2020122008,2020-12-20,4,11,58,MIN,CHI,1,10,39,-9,UNDER CENTER,PASS,0,0,0,0,,1,0,0,0,0,,718.0
26719,2020122008,2020-12-20,4,12,25,MIN,CHI,3,5,30,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,745.0
26720,2020122008,2020-12-20,4,13,5,MIN,CHI,2,8,27,3,NO HUDDLE,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,785.0
26721,2020122008,2020-12-20,4,13,33,MIN,CHI,1,10,25,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,813.0
26724,2020122008,2020-12-20,4,14,19,CHI,MIN,3,4,69,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,859.0
26725,2020122008,2020-12-20,4,15,0,CHI,MIN,2,5,68,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,900.0
26727,2020122008,2020-12-20,3,2,46,MIN,CHI,3,4,96,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1066.0
26728,2020122008,2020-12-20,3,3,29,MIN,CHI,2,6,94,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1109.0
26729,2020122008,2020-12-20,3,3,35,MIN,CHI,1,6,94,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1115.0
26730,2020122008,2020-12-20,3,4,8,MIN,CHI,1,10,81,13,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1148.0
26731,2020122008,2020-12-20,3,4,54,MIN,CHI,1,10,51,30,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1194.0
26732,2020122008,2020-12-20,3,5,30,MIN,CHI,1,10,25,26,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,1230.0
26735,2020122008,2020-12-20,3,5,37,CHI,MIN,1,10,86,14,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,0,0,RIGHT TACKLE,1237.0
26736,2020122008,2020-12-20,3,6,18,CHI,MIN,2,7,75,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1278.0
26738,2020122008,2020-12-20,3,7,27,CHI,MIN,3,11,59,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1347.0
26739,2020122008,2020-12-20,3,7,53,CHI,MIN,2,10,60,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1373.0
26740,2020122008,2020-12-20,3,8,0,CHI,MIN,1,10,60,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1380.0
26741,2020122008,2020-12-20,3,8,37,CHI,MIN,2,3,54,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1417.0
26742,2020122008,2020-12-20,3,10,18,CHI,MIN,2,6,29,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1518.0
26746,2020122008,2020-12-20,3,10,57,MIN,CHI,2,1,99,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,0,0,CENTER,1557.0
26748,2020122008,2020-12-20,3,11,44,MIN,CHI,1,3,97,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1604.0
26751,2020122008,2020-12-20,2,0,38,MIN,CHI,3,6,94,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,38.0
26752,2020122008,2020-12-20,2,0,44,MIN,CHI,2,6,94,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,44.0
26754,2020122008,2020-12-20,2,0,49,MIN,CHI,1,9,91,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,49.0
26755,2020122008,2020-12-20,2,0,54,MIN,CHI,2,10,80,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,54.0
26756,2020122008,2020-12-20,2,0,57,MIN,CHI,1,10,80,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,57.0
26757,2020122008,2020-12-20,2,1,2,MIN,CHI,1,10,75,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,1,0,,62.0
26759,2020122008,2020-12-20,2,2,31,MIN,CHI,1,10,100,9,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,151.0
26760,2020122008,2020-12-20,2,3,5,MIN,CHI,2,5,30,20,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,185.0
26761,2020122008,2020-12-20,2,3,34,MIN,CHI,1,10,25,5,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,214.0
